('Ankara', 'LOC', 'MISC')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('psychologist', 'MISC', 'DEM')
('responsibility', 'MISC', 'DEM')
('empathy', 'DEM', 'MISC')
('victim', 'MISC', 'DEM')
('Secretary', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Swedish', 'ORG', 'DEM')
('Swedish', 'ORG', 'DEM')
('Swedish', 'ORG', 'DEM')
('Swedish', 'ORG', 'DEM')
('Swedish', 'ORG', 'DEM')
('Swedish', 'ORG', 'DEM')
('Swedish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('1919', 'DEM', 'DATETIME')
('disability', 'DEM', 'MISC')
('disability', 'DEM', 'MISC')
('speech', 'DEM', 'MISC')
('speech', 'DEM', 'MISC')
('speech', 'DEM', 'MISC')
('laryngectomy', 'DEM', 'MISC')
('laryngectomy', 'DEM', 'MISC')
('laryngectomy', 'DEM', 'MISC')
('laryngectomy', 'DEM', 'MISC')
('County', 'ORG', 'LOC')
('of', 'ORG', 'LOC')
('Västmanland', 'ORG', 'LOC')
('disability', 'DEM', 'MISC')
('disability', 'DEM', 'MISC')
('age', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('County', 'ORG', 'LOC')
('of', 'ORG', 'LOC')
('Västmanland', 'ORG', 'LOC')
('disability', 'DEM', 'MISC')
('disability', 'DEM', 'MISC')
('disability', 'DEM', 'MISC')
('disability', 'DEM', 'MISC')
('age', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('65', 'DEM', 'DATETIME')
('disability', 'DEM', 'MISC')
('disability', 'DEM', 'MISC')
('disability', 'DEM', 'MISC')
('disability', 'DEM', 'MISC')
('disability', 'DEM', 'MISC')
('disability', 'DEM', 'MISC')
('disability', 'DEM', 'MISC')
('disability', 'DEM', 'MISC')
('disability', 'DEM', 'MISC')
('disability', 'DEM', 'MISC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Government', 'ORG', 'MISC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Maxwell', 'MISC', 'PERSON')
('Maxwell', 'MISC', 'PERSON')
('Maxwell', 'MISC', 'PERSON')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'ORG', 'LOC')
('United', 'MISC', 'LOC')
('United', 'MISC', 'LOC')
('United', 'MISC', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'ORG', 'LOC')
('Kingdom', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('Kingdom', 'MISC', 'LOC')
('31', 'MISC', 'CODE')
('31', 'MISC', 'CODE')
('1993', 'MISC', 'CODE')
('1993', 'MISC', 'CODE')
('426', 'MISC', 'CODE')
('426', 'MISC', 'CODE')
('505', 'MISC', 'CODE')
('505', 'MISC', 'CODE')
('nationality', 'DEM', 'MISC')
('Government', 'DEM', 'MISC')
('Commission', 'DEM', 'ORG')
('Human', 'ORG', 'LOC')
('Rights', 'ORG', 'LOC')
('Building', 'ORG', 'LOC')
('Strasbourg', 'ORG', 'LOC')
('Lord', 'PERSON', 'DEM')
('Advocate', 'PERSON', 'DEM')
('1960', 'DEM', 'DATETIME')
('three', 'MISC', 'QUANTITY')
('three', 'MISC', 'QUANTITY')
('post', 'ORG', 'DEM')
('office', 'ORG', 'DEM')
('post', 'ORG', 'DEM')
('office', 'ORG', 'DEM')
('9', 'DEM', 'DATETIME')
('9', 'DEM', 'DATETIME')
('9', 'DEM', 'DATETIME')
('9', 'DEM', 'DATETIME')
('9', 'DEM', 'DATETIME')
('year', 'DEM', 'DATETIME')
('year', 'DEM', 'DATETIME')
('year', 'DEM', 'DATETIME')
('year', 'DEM', 'DATETIME')
('year', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('Mardin', 'LOC', 'MISC')
('Mardin', 'LOC', 'MISC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('south', 'LOC', 'MISC')
('Turkey', 'LOC', 'ORG')
('Turkey', 'LOC', 'ORG')
('Tarım', 'ORG', 'PERSON')
('Tarım', 'ORG', 'PERSON')
('Reformu', 'ORG', 'PERSON')
('Reformu', 'ORG', 'PERSON')
('Genel', 'ORG', 'PERSON')
('Genel', 'ORG', 'PERSON')
('Müdürlüğü', 'ORG', 'PERSON')
('Müdürlüğü', 'ORG', 'PERSON')
('Prime', 'ORG', 'DEM')
('Minister', 'ORG', 'DEM')
('Government', 'ORG', 'DEM')
('Minister', 'ORG', 'DEM')
('Norway', 'LOC', 'ORG')
('Norway', 'LOC', 'ORG')
('Norway', 'LOC', 'ORG')
('Norway', 'LOC', 'ORG')
('Norway', 'LOC', 'ORG')
('Norway', 'LOC', 'ORG')
('Norwegian', 'ORG', 'DEM')
('Norwegian', 'ORG', 'DEM')
('Norwegian', 'ORG', 'DEM')
('Norwegian', 'ORG', 'DEM')
('Norwegian', 'ORG', 'DEM')
('Norwegian', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Civil', 'ORG', 'MISC')
('Civil', 'ORG', 'MISC')
('Civil', 'ORG', 'MISC')
('industry', 'MISC', 'DEM')
('Norwegian', 'ORG', 'DEM')
('Ombudsman', 'ORG', 'DEM')
('Ombudsman', 'ORG', 'DEM')
('Ombudsman', 'ORG', 'DEM')
('Ombudsman', 'ORG', 'DEM')
('Ombudsman', 'ORG', 'DEM')
('Director', 'ORG', 'DEM')
('Director', 'ORG', 'DEM')
('Director', 'ORG', 'DEM')
('Director', 'ORG', 'DEM')
('Director', 'ORG', 'DEM')
('Director', 'ORG', 'DEM')
('General', 'ORG', 'DEM')
('General', 'ORG', 'DEM')
('General', 'ORG', 'DEM')
('General', 'ORG', 'DEM')
('General', 'ORG', 'DEM')
('General', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('Public', 'ORG', 'DEM')
('Public', 'ORG', 'DEM')
('Public', 'ORG', 'DEM')
('Public', 'ORG', 'DEM')
('Public', 'ORG', 'DEM')
('Public', 'ORG', 'DEM')
('Prosecutions', 'ORG', 'DEM')
('Prosecutions', 'ORG', 'DEM')
('Prosecutions', 'ORG', 'DEM')
('Prosecutions', 'ORG', 'DEM')
('Prosecutions', 'ORG', 'DEM')
('Prosecutions', 'ORG', 'DEM')
('Norway', 'LOC', 'ORG')
('Norway', 'LOC', 'ORG')
('Norway', 'LOC', 'ORG')
('Norway', 'LOC', 'ORG')
('Norway', 'LOC', 'ORG')
('major', 'MISC', 'DEM')
('bank', 'MISC', 'DEM')
('Switzerland', 'LOC', 'ORG')
('Switzerland', 'LOC', 'ORG')
('Switzerland', 'LOC', 'ORG')
('Switzerland', 'LOC', 'ORG')
('Switzerland', 'LOC', 'ORG')
('Swedish', 'ORG', 'DEM')
('Swedish', 'LOC', 'DEM')
('English', 'LOC', 'DEM')
('English', 'ORG', 'DEM')
('Spanish', 'LOC', 'DEM')
('Spanish', 'ORG', 'DEM')
('police', 'ORG', 'DEM')
('Norwegian', 'ORG', 'DEM')
('Norwegian', 'ORG', 'DEM')
('Norway', 'LOC', 'ORG')
('Norway', 'LOC', 'ORG')
('Norway', 'LOC', 'ORG')
('Norway', 'LOC', 'ORG')
('Norway', 'LOC', 'ORG')
('Izmir', 'LOC', 'MISC')
('Turkish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Principal', 'ORG', 'DEM')
('Public', 'ORG', 'DEM')
('Prosecutor', 'ORG', 'DEM')
('Principal', 'ORG', 'DEM')
('Public', 'ORG', 'DEM')
('Prosecutor', 'ORG', 'DEM')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Fourth', 'ORG', 'QUANTITY')
('Section', 'ORG', 'QUANTITY')
('age', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('three', 'DEM', 'DATETIME')
('three', 'DEM', 'DATETIME')
('three', 'DEM', 'DATETIME')
('three', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('eight', 'DEM', 'DATETIME')
('eight', 'DEM', 'DATETIME')
('eight', 'DEM', 'DATETIME')
('eight', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('aunt', 'MISC', 'DEM')
('aunt', 'MISC', 'DEM')
('aunt', 'MISC', 'DEM')
('foster', 'MISC', 'DEM')
('care', 'MISC', 'DEM')
('aunt', 'MISC', 'DEM')
('boyfriend', 'MISC', 'DEM')
('age', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('three', 'DEM', 'DATETIME')
('three', 'DEM', 'DATETIME')
('foster', 'MISC', 'DEM')
('foster', 'MISC', 'DEM')
('care', 'MISC', 'DEM')
('care', 'MISC', 'DEM')
('eighteen', 'DEM', 'DATETIME')
('eighteen', 'DEM', 'DATETIME')
('eighteen', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('twenty', 'DEM', 'DATETIME')
('twenty', 'DEM', 'DATETIME')
('twenty', 'DEM', 'DATETIME')
('possession', 'MISC', 'DEM')
('three', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('three', 'DEM', 'DATETIME')
('three', 'DEM', 'DATETIME')
('aunt', 'MISC', 'DEM')
('age', 'DEM', 'DATETIME')
('age', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('of', 'DEM', 'DATETIME')
('five', 'DEM', 'DATETIME')
('five', 'DEM', 'DATETIME')
('eight', 'DEM', 'DATETIME')
('eight', 'DEM', 'DATETIME')
('eight', 'DEM', 'DATETIME')
('eight', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('years', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('Nigeria', 'ORG', 'LOC')
('possession', 'MISC', 'DEM')
('possession', 'MISC', 'DEM')
('aunt', 'MISC', 'DEM')
('aunt', 'MISC', 'DEM')
('aunt', 'MISC', 'DEM')
('half', 'MISC', 'DEM')
('brother', 'MISC', 'DEM')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Üner', 'MISC', 'PERSON')
('Netherlands', 'MISC', 'ORG')
('46410', 'MISC', 'CODE')
('99', 'MISC', 'CODE')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('attempted', 'DEM', 'MISC')
('suicide', 'MISC', 'DEM')
('patient', 'MISC', 'DEM')
('patient', 'MISC', 'DEM')
('depression', 'DEM', 'MISC')
('depression', 'DEM', 'MISC')
('Fourth', 'ORG', 'QUANTITY')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('mental', 'MISC', 'DEM')
('health', 'MISC', 'DEM')
('history', 'MISC', 'DEM')
('suicide', 'MISC', 'DEM')
('attempted', 'DEM', 'MISC')
('suicide', 'DEM', 'MISC')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('Nigeria', 'LOC', 'ORG')
('overdose', 'DEM', 'MISC')
('paracetamol', 'DEM', 'MISC')
('suicide', 'MISC', 'DEM')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('North', 'ORG', 'LOC')
('North', 'ORG', 'LOC')
('Shields', 'ORG', 'LOC')
('Shields', 'ORG', 'LOC')
('Human', 'ORG', 'LOC')
('Rights', 'ORG', 'LOC')
('Building', 'ORG', 'LOC')
('Strasbourg', 'ORG', 'LOC')
('Her', 'ORG', 'LOC')
('Her', 'ORG', 'LOC')
('Her', 'ORG', 'LOC')
('Her', 'ORG', 'LOC')
('Her', 'ORG', 'LOC')
('Her', 'ORG', 'LOC')
('Her', 'ORG', 'LOC')
('Her', 'ORG', 'LOC')
('Majesty', 'ORG', 'LOC')
('Majesty', 'ORG', 'LOC')
('Majesty', 'ORG', 'LOC')
('Majesty', 'ORG', 'LOC')
('Majesty', 'ORG', 'LOC')
('Majesty', 'ORG', 'LOC')
('Majesty', 'ORG', 'LOC')
('Majesty', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Durham', 'ORG', 'LOC')
('Durham', 'ORG', 'LOC')
('Durham', 'ORG', 'LOC')
('Durham', 'ORG', 'LOC')
('Durham', 'ORG', 'LOC')
('Durham', 'ORG', 'LOC')
('Durham', 'ORG', 'LOC')
('Durham', 'ORG', 'LOC')
('wife', 'MISC', 'DEM')
('wife', 'MISC', 'DEM')
('adult', 'MISC', 'DEM')
('adult', 'MISC', 'DEM')
('son', 'MISC', 'DEM')
('son', 'MISC', 'DEM')
('18', 'MISC', 'DATETIME')
('18', 'MISC', 'DATETIME')
('18', 'DEM', 'DATETIME')
('18', 'DEM', 'DATETIME')
('18', 'DEM', 'DATETIME')
('18', 'DEM', 'DATETIME')
('18', 'DEM', 'DATETIME')
('year', 'MISC', 'DATETIME')
('year', 'MISC', 'DATETIME')
('year', 'DEM', 'DATETIME')
('year', 'DEM', 'DATETIME')
('year', 'DEM', 'DATETIME')
('year', 'DEM', 'DATETIME')
('year', 'DEM', 'DATETIME')
('old', 'MISC', 'DATETIME')
('old', 'MISC', 'DATETIME')
('old', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('old', 'DEM', 'DATETIME')
('daughter', 'MISC', 'DEM')
('daughter', 'MISC', 'DEM')
('first', 'MISC', 'QUANTITY')
('first', 'MISC', 'QUANTITY')
('father', 'MISC', 'DEM')
('father', 'MISC', 'DEM')
('three', 'MISC', 'QUANTITY')
('murder', 'MISC', 'DEM')
('burglary', 'MISC', 'DEM')
('Secretary', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Home', 'DEM', 'ORG')
('Office', 'DEM', 'ORG')
('Lord', 'ORG', 'DEM')
('Lord', 'ORG', 'DEM')
('Lord', 'PERSON', 'DEM')
('Chief', 'ORG', 'DEM')
('Chief', 'ORG', 'DEM')
('Chief', 'PERSON', 'DEM')
('Justice', 'ORG', 'DEM')
('Justice', 'ORG', 'DEM')
('Justice', 'PERSON', 'DEM')
('Secretary', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('Secretary', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('State', 'ORG', 'DEM')
('Commander', 'ORG', 'DEM')
('Polish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Polish', 'ORG', 'DEM')
('Polish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Sąd', 'ORG', 'LOC')
('Sąd', 'ORG', 'LOC')
('Rejonowy', 'ORG', 'LOC')
('Rejonowy', 'ORG', 'LOC')
('Sąd', 'ORG', 'LOC')
('Sąd', 'ORG', 'LOC')
('Okręgowy', 'ORG', 'LOC')
('Okręgowy', 'ORG', 'LOC')
('Polish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('hearings', 'QUANTITY', 'MISC')
('Polish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Rzecznik', 'DEM', 'ORG')
('Interesu', 'DEM', 'ORG')
('Publicznego', 'DEM', 'ORG')
('Poland', 'LOC', 'ORG')
('Polish', 'ORG', 'DEM')
('Section', 'ORG', 'DEM')
('of', 'ORG', 'DEM')
('Radio', 'ORG', 'DEM')
('Free', 'ORG', 'DEM')
('Europe', 'ORG', 'DEM')
('Sąd', 'ORG', 'PERSON')
('Najwyższy', 'ORG', 'PERSON')
('Polish', 'ORG', 'DEM')
('Polish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Sąd', 'ORG', 'LOC')
('Sąd', 'ORG', 'LOC')
('Rejonowy', 'ORG', 'LOC')
('Rejonowy', 'ORG', 'LOC')
('hearings', 'QUANTITY', 'MISC')
('Sąd', 'ORG', 'LOC')
('Sąd', 'ORG', 'LOC')
('Okręgowy', 'ORG', 'LOC')
('Okręgowy', 'ORG', 'LOC')
('Polish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Sąd', 'ORG', 'LOC')
('Rejonowy', 'ORG', 'LOC')
('Sąd', 'ORG', 'LOC')
('Okręgowy', 'ORG', 'LOC')
('Polish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Tarnów', 'ORG', 'LOC')
('Mościce', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Sąd', 'ORG', 'LOC')
('Okręgowy', 'ORG', 'LOC')
('Tarnów', 'DEM', 'LOC')
('Tarnów', 'ORG', 'LOC')
('Mościce', 'ORG', 'LOC')
('Prison', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Northern', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('Ireland', 'ORG', 'LOC')
('United', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Fourth', 'ORG', 'QUANTITY')
('United', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('United', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('Kingdom', 'DEM', 'LOC')
('HMP', 'ORG', 'LOC')
('HMP', 'ORG', 'LOC')
('HMP', 'ORG', 'LOC')
('HMP', 'ORG', 'LOC')
('HMP', 'ORG', 'LOC')
('HMP', 'ORG', 'LOC')
('HMP', 'ORG', 'LOC')
('HMP', 'ORG', 'LOC')
('Maidstone', 'ORG', 'LOC')
('Maidstone', 'ORG', 'LOC')
('Maidstone', 'ORG', 'LOC')
('Maidstone', 'ORG', 'LOC')
('Maidstone', 'ORG', 'LOC')
('Maidstone', 'ORG', 'LOC')
('Maidstone', 'ORG', 'LOC')
('Maidstone', 'ORG', 'LOC')
('wife', 'PERSON', 'DEM')
('wife', 'PERSON', 'DEM')
('European', 'LOC', 'DEM')
('European', 'LOC', 'DEM')
('European', 'LOC', 'DEM')
('European', 'MISC', 'DEM')
('European', 'LOC', 'DEM')
('Chief', 'PERSON', 'DEM')
('Chief', 'ORG', 'DEM')
('Chief', 'ORG', 'DEM')
('Constable', 'PERSON', 'DEM')
('Constable', 'ORG', 'DEM')
('Constable', 'ORG', 'DEM')
('cottage', 'LOC', 'MISC')
('28', 'MISC', 'DATETIME')
('days', 'MISC', 'DATETIME')
('Over', 'QUANTITY', 'DATETIME')
('160', 'QUANTITY', 'DATETIME')
('160', 'QUANTITY', 'DATETIME')
('hours', 'QUANTITY', 'DATETIME')
('hours', 'QUANTITY', 'DATETIME')
('wife', 'PERSON', 'DEM')
('wife', 'PERSON', 'DEM')
('drug', 'DEM', 'MISC')
('drug', 'DEM', 'MISC')
('drug', 'DEM', 'MISC')
('drug', 'DEM', 'MISC')
('drug', 'DEM', 'MISC')
('state', 'DEM', 'MISC')
('possession', 'MISC', 'DEM')
('possession', 'MISC', 'DEM')
('Sweden', 'LOC', 'ORG')
('nationality', 'DEM', 'MISC')
('Court', 'DEM', 'ORG')
('Vice', 'DEM', 'MISC')
('Swedish', 'ORG', 'DEM')
('Swedish', 'ORG', 'DEM')
('Swedish', 'ORG', 'DEM')
('Swedish', 'ORG', 'DEM')
('Swedish', 'ORG', 'DEM')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Government', 'ORG', 'MISC')
('Commission', 'DEM', 'ORG')
('Human', 'ORG', 'LOC')
('Rights', 'ORG', 'LOC')
('Building', 'ORG', 'LOC')
('Strasbourg', 'ORG', 'LOC')
('Sweden', 'ORG', 'LOC')
('Sweden', 'ORG', 'LOC')
('Sweden', 'ORG', 'LOC')
('Sweden', 'ORG', 'LOC')
('Sweden', 'ORG', 'LOC')
('Municipality', 'ORG', 'LOC')
('Municipality', 'ORG', 'LOC')
('Municipality', 'ORG', 'LOC')
('Municipality', 'ORG', 'LOC')
('Municipality', 'ORG', 'LOC')
('of', 'ORG', 'LOC')
('of', 'ORG', 'LOC')
('of', 'ORG', 'LOC')
('of', 'ORG', 'LOC')
('of', 'ORG', 'LOC')
('Göteborg', 'ORG', 'LOC')
('Göteborg', 'ORG', 'LOC')
