Unnamed: 0,semantic_type,span_text,offsets,doc_id,probability,label,tokens,no_tokens,no_subtokens
3171,ORG,Formula One,"(135, 146)",zsolt-baumgartner,"[-3.3739287438398278, -4.727526142256011]",MASK,"['Formula', 'One']",2,0
3172,DEM,Hungarian,"(168, 177)",zsolt-baumgartner,[-2.359509193802147],NO_MASK,['Hungarian'],1,0
3173,DEM,driver,"(178, 184)",zsolt-baumgartner,[-0.9207277139160427],NO_MASK,['driver'],1,0
3174,ORG,Formula One,"(205, 216)",zsolt-baumgartner,"[-4.121230618634238, -5.04877414177449]",MASK,"['Formula', 'One']",2,0
3175,PERSON,Peter Alan Waterman,"(0, 19)",pete-waterman,"[-2.192850238762278, -2.8092240256363685, -5.082331804833783, -4.082681123779939]",MASK,"['Peter', 'Alan', 'Water', '##man']",3,1
3176,ORG,OBE,"(21, 24)",pete-waterman,[-3.1684499707082883],NO_MASK,['OBE'],1,0
3177,DATETIME,15 January 1947,"(31, 46)",pete-waterman,"[-4.938406895946503, -5.012880643531295, -1.1548569835957885]",MASK,"['15', 'January', '1947']",3,0
3178,DEM,English,"(54, 61)",pete-waterman,[-1.0231327069473457],NO_MASK,['English'],1,0
3179,DEM,record producer,"(62, 77)",pete-waterman,"[-4.476396797723694, -2.670135962032819]",NO_MASK,"['record', 'producer']",2,0
3180,DEM,songwriter,"(79, 89)",pete-waterman,[-1.9152536510556772],NO_MASK,['songwriter'],1,0
3181,DEM,DJ,"(106, 108)",pete-waterman,[-0.36547363912419556],MASK,['DJ'],1,0
3182,DEM,television presenter,"(110, 130)",pete-waterman,"[-3.6879460584746773, -1.1094846036847708]",NO_MASK,"['television', 'presenter']",2,0
3183,DEM,president,"(132, 141)",pete-waterman,[-3.6226996672751466],NO_MASK,['president'],1,0
3184,ORG,Coventry Bears rugby league club,"(145, 177)",pete-waterman,"[-3.7394609809759527, -5.555006432339171, -7.7260882316341295, -5.565329366031605, -3.3769142164114583]",MASK,"['Coventry', 'Bears', 'rugby', 'league', 'club']",5,0
3185,DEM,member,"(214, 220)",pete-waterman,[-0.030513332282538212],NO_MASK,['member'],1,0
3186,ORG,Stock Aitken Waterman songwriting team,"(228, 266)",pete-waterman,"[-5.119735548234293, -6.031721071153209, -4.792915304700541, -7.534264576117271, -5.608379880136262, -4.935314539330241, -4.27922342200432, -0.881222384269534]",MASK,"['Stock', 'Ai', '##t', '##ken', 'Water', '##man', 'songwriting', 'team']",5,3
3187,MISC,rolling stock,"(407, 420)",pete-waterman,"[-5.176295418454777, -2.1479387525439066]",MASK,"['rolling', 'stock']",2,0
3188,PERSON,Razan Zaitouneh,"(0, 15)",razan-zaitouneh,"[-5.5330105730162495, -7.703465006748722, -5.458208213968266, -5.964370216584677, -6.106460086985549, -5.272639638959369, -4.579228125628979]",MASK,"['Ra', '##zan', 'Z', '##ait', '##ou', '##ne', '##h']",2,5
3189,PERSON,Zeitunah,"(20, 28)",razan-zaitouneh,"[-5.102826875688294, -5.636737727454676, -6.241127711028913, -4.336501345899246]",MASK,"['Z', '##eit', '##una', '##h']",1,3
3190,DEM,Arabic,"(30, 36)",razan-zaitouneh,[-4.778815998351974],NO_MASK,['Arabic'],1,0
3191,PERSON,رزان زيتونة,"(38, 49)",razan-zaitouneh,"[-6.539717051223066, -5.4434819943023465, -6.205650384076299, -6.49697170440045, -5.448342033215231, -5.917362308555886, -5.912661429785742, -6.37244445659427, -5.445177066423165]",MASK,"['ر', '##ز', '##ان', 'ز', '##ي', '##ت', '##و', '##ن', '##ة']",2,7
3192,DATETIME,29 April 1977,"(57, 70)",razan-zaitouneh,"[-3.964245173673978, -3.4168696370780074, -2.0821509938351968]",MASK,"['29', 'April', '1977']",3,0
3193,DEM,Syrian,"(77, 83)",razan-zaitouneh,[-3.043191886577986],MASK,['Syrian'],1,0
3194,DEM,human rights lawyer,"(84, 103)",razan-zaitouneh,"[-2.3616101917332695, -4.069688631719506, -1.8913808936659209]",MASK,"['human', 'rights', 'lawyer']",3,0
3195,DEM,activist,"(122, 130)",razan-zaitouneh,[-0.5184273586505709],MASK,['activist'],1,0
3196,MISC,Syrian uprising,"(157, 172)",razan-zaitouneh,"[-5.706434389980711, -2.159672201437435]",MASK,"['Syrian', 'uprising']",2,0
3197,PERSON,Zaitouneh,"(288, 297)",razan-zaitouneh,"[-4.841221609732514, -5.649898195448848, -5.3743229058453785, -5.573973838820445, -4.754493765359121]",MASK,"['Z', '##ait', '##ou', '##ne', '##h']",1,4
3198,LOC,Syria,"(329, 334)",razan-zaitouneh,[-3.5039135914025024],MASK,['Syria'],1,0
3199,ORG,Local Coordination Committees of Syria,"(343, 381)",razan-zaitouneh,"[-4.902373732141374, -4.489001583933884, -6.2750836131330345, -5.604979595569779, -2.282385314203506, -4.818659553474156]",MASK,"['Local', 'Co', '##ordination', 'Committees', 'of', 'Syria']",5,1
3200,PERSON,Zaitouneh,"(383, 392)",razan-zaitouneh,"[-4.922122675015743, -5.55531092385652, -4.9457264707666235, -4.4440008092905705, -4.524557062338655]",MASK,"['Z', '##ait', '##ou', '##ne', '##h']",1,4
3201,DATETIME,9 December 2013,"(410, 425)",razan-zaitouneh,"[-3.615499588627232, -4.679114354712686, -5.253903394718966]",MASK,"['9', 'December', '2013']",3,0
3202,ORG,Jaysh al-Islam,"(442, 456)",razan-zaitouneh,"[-5.616107502093275, -5.27465838336663, -5.334027637993384, -3.6701259913934123, -4.1063427355972335]",MASK,"['Jays', '##h', 'al', '-', 'Islam']",4,1
3203,DATETIME,August 2018,"(464, 475)",razan-zaitouneh,"[-2.672327620876311, -1.2473841287398388]",MASK,"['August', '2018']",2,0
3204,PERSON,Mike Smiddy,"(0, 11)",mike-smiddy,"[-4.075032140218475, -3.941759391167694, -4.584379085306472, -5.966021944164349]",MASK,"['Mike', 'S', '##mi', '##ddy']",2,2
3205,ORG,Illinois,"(20, 28)",mike-smiddy,[-2.2541347084632704],MASK,['Illinois'],1,0
3206,ORG,71st district,"(58, 71)",mike-smiddy,"[-5.667632138488113, -6.268547481330132, -0.280347439994436]",MASK,"['71', '##st', 'district']",2,1
3207,ORG,71st district,"(77, 90)",mike-smiddy,"[-6.651092802997514, -7.211301718424497, -0.14504072728030235]",MASK,"['71', '##st', 'district']",2,1
3208,LOC,Savanna,"(116, 123)",mike-smiddy,"[-6.63624929680146, -6.305217296584186]",MASK,"['Sa', '##vanna']",1,1
3209,LOC,Morrison,"(125, 133)",mike-smiddy,[-5.730933080828222],MASK,['Morrison'],1,0
3210,LOC,Sterling,"(135, 143)",mike-smiddy,[-5.153780563522952],MASK,['Sterling'],1,0
3211,LOC,Rock Falls,"(145, 155)",mike-smiddy,"[-5.284331535520581, -6.330976387604654]",MASK,"['Rock', 'Falls']",2,0
3212,LOC,Port Byron,"(157, 167)",mike-smiddy,"[-5.93466170906948, -6.265379699162713]",MASK,"['Port', 'Byron']",2,0
3213,LOC,Hillsdale,"(169, 178)",mike-smiddy,"[-5.233999306974491, -6.610771556349215]",MASK,"['Hills', '##dale']",1,1
3214,LOC,Silvis,"(180, 186)",mike-smiddy,"[-6.86298500098431, -5.2801059123551175, -6.874957370245732]",MASK,"['Si', '##l', '##vis']",1,2
3215,LOC,East Moline,"(188, 199)",mike-smiddy,"[-4.979486170746973, -6.387163929550218, -6.869222711479383]",MASK,"['East', 'Mo', '##line']",2,1
3216,LOC,Moline,"(201, 207)",mike-smiddy,"[-6.6285710960891295, -7.105295392231748]",MASK,"['Mo', '##line']",1,1
3217,LOC,Coal Valley,"(212, 223)",mike-smiddy,"[-5.229705755789423, -3.919797578121241]",MASK,"['Coal', 'Valley']",2,0
3218,PERSON,Harry Bernard Cross,"(0, 19)",ben-cross,"[-2.633248241648533, -3.3386328741377858, -4.040456846074641]",MASK,"['Harry', 'Bernard', 'Cross']",3,0
3219,DATETIME,16 December 1947,"(21, 37)",ben-cross,"[-3.5735534159680005, -4.383754507795541, -4.151063691039181]",MASK,"['16', 'December', '1947']",3,0
3220,DATETIME,18 August 2020,"(40, 54)",ben-cross,"[-4.332483672567678, -4.278146326305265, -5.726922381169353]",MASK,"['18', 'August', '2020']",3,0
3221,DEM,English,"(63, 70)",ben-cross,[-4.462895851690569],NO_MASK,['English'],1,0
3222,DEM,stage and film actor,"(71, 91)",ben-cross,"[-6.631084737957753, -6.726273165502735, -6.743375974072315, -0.0026326451751217416]",NO_MASK,"['stage', 'and', 'film', 'actor']",4,0
3223,DEM,British,"(129, 136)",ben-cross,[-4.402142305305536],NO_MASK,['British'],1,0
3224,DEM,Olympic athlete,"(137, 152)",ben-cross,"[-5.439105473039841, -3.6550775389024763]",MASK,"['Olympic', 'athlete']",2,0
3225,PERSON,Harold Abrahams,"(153, 168)",ben-cross,"[-4.731471400478641, -3.6323341410120187, -4.213968050152901]",MASK,"['Harold', 'Abraham', '##s']",2,1
3226,DATETIME,1981,"(176, 180)",ben-cross,[-2.3241860977859954],MASK,['1981'],1,0
3227,MISC,Chariots of Fire,"(186, 202)",ben-cross,"[-4.440050636568751, -7.304233810866013, -4.642407110548499, -4.0283510657965875, -4.391327787750988]",MASK,"['Cha', '##riot', '##s', 'of', 'Fire']",3,2
3228,DEM,fictional ambassador,"(214, 234)",ben-cross,"[-4.697281290403574, -3.776854281703326]",MASK,"['fictional', 'ambassador']",2,0
3229,PERSON,Sarek,"(235, 240)",ben-cross,"[-5.151113404852641, -6.50931598302649]",MASK,"['Sa', '##rek']",1,1
3230,DATETIME,2009,"(248, 252)",ben-cross,[-2.7517459597155245],NO_MASK,['2009'],1,0
3231,MISC,Star Trek,"(258, 267)",ben-cross,"[-3.2558308071387345, -5.414429433140933]",NO_MASK,"['Star', 'Trek']",2,0
3232,PERSON,"Alexander John ""A. J."" Derby","(0, 28)",a-j-derby,"[-2.634169752235837, -2.1688981719243388, -3.611767925397539, -4.643569458607031, -4.137734727749223, -6.535601746780824, -2.3525837990392344, -3.125974191558765, -4.906837019676578]",MASK,"['Alexander', 'John', '""', 'A', '.', 'J', '.', '""', 'Derby']",9,0
3233,DATETIME,"September 20, 1991","(35, 53)",a-j-derby,"[-3.598681929053771, -4.382395893138491, -3.094804318307364, -1.5168148408175397]",MASK,"['September', '20', ',', '1991']",4,0
3234,DEM,American,"(61, 69)",a-j-derby,[-0.009073530394770093],NO_MASK,['American'],1,0
3235,DEM,tight end,"(79, 88)",a-j-derby,"[-5.676755260463199, -3.349304498981804]",NO_MASK,"['tight', 'end']",2,0
3236,DEM,free agent,"(108, 118)",a-j-derby,"[-5.027346109681943, -2.8040031157234298]",NO_MASK,"['free', 'agent']",2,0
3237,LOC,Iowa,"(150, 154)",a-j-derby,[-1.8417837384020292],MASK,['Iowa'],1,0
3238,DATETIME,2010–11,"(156, 163)",a-j-derby,"[-3.9423214582524615, -8.566781087323772, -3.798158204264491]",NO_MASK,"['2010', '–', '11']",3,0
3239,ORG,Coffeyville Community College,"(166, 195)",a-j-derby,"[-6.312542601052067, -6.213810479159341, -6.54569750695519, -6.221217458519569, -5.17555811602221, -3.8145017020065075]",MASK,"['Co', '##ffe', '##y', '##ville', 'Community', 'College']",3,3
3240,DATETIME,2012,"(197, 201)",a-j-derby,[-3.225277202106574],NO_MASK,['2012'],1,0
3241,LOC,Arkansas,"(207, 215)",a-j-derby,[-2.105100940098404],MASK,['Arkansas'],1,0
3242,DATETIME,2013–14,"(217, 224)",a-j-derby,"[-3.303460692222729, -8.495031286997776, -3.1915715888292424]",NO_MASK,"['2013', '–', '14']",3,0
3243,PERSON,"Robert John ""Jack"" McLeod","(0, 25)",jack-mcleod,"[-2.826166235396857, -2.754456247899746, -3.202934376495988, -3.197774600826132, -3.2628195607065877, -3.9413984559382396, -4.2535852438115, -6.118500280427019]",MASK,"['Robert', 'John', '""', 'Jack', '""', 'M', '##c', '##Leod']",6,2
3244,DATETIME,"April 30, 1930","(32, 46)",jack-mcleod,"[-3.1837046063470553, -3.963607672440785, -3.038187358945867, -1.594621649111477]",MASK,"['April', '30', ',', '1930']",4,0
3245,DEM,ice hockey player,"(61, 78)",jack-mcleod,"[-4.08575823658252, -1.8984521549315456, -1.0498804836452702]",NO_MASK,"['ice', 'hockey', 'player']",3,0
3246,ORG,Canada,"(92, 98)",jack-mcleod,[-1.6191514096800124],NO_MASK,['Canada'],1,0
3247,MISC,1968 Winter Olympics,"(106, 126)",jack-mcleod,"[-3.7014703985638104, -4.298295831038018, -0.21187027504052713]",MASK,"['1968', 'Winter', 'Olympics']",3,0
3248,ORG,National Hockey League,"(196, 218)",jack-mcleod,"[-4.140412831637829, -4.307675189903735, -2.513937880746966]",NO_MASK,"['National', 'Hockey', 'League']",3,0
3249,ORG,New York Rangers,"(229, 245)",jack-mcleod,"[-5.150585290803236, -4.286743389444551, -2.0304426249008904]",MASK,"['New', 'York', 'Rangers']",3,0
3250,ORG,International Ice Hockey Federation Hall of Fame,"(273, 321)",jack-mcleod,"[-2.9157853777312996, -4.981122866682254, -3.217597367726224, -2.6762636322341473, -2.3709836698495854, -3.0752873340916556, -2.999293594237937]",NO_MASK,"['International', 'Ice', 'Hockey', 'Federation', 'Hall', 'of', 'Fame']",7,0
3251,DATETIME,1999,"(325, 329)",jack-mcleod,[-1.8550336916272714],MASK,['1999'],1,0
3252,PERSON,Harald Czudaj,"(0, 13)",harald-czudaj,"[-5.441316181610051, -3.48574048200582, -6.182061829606786, -5.498955703999772, -4.989562708911795]",MASK,"['Harald', 'C', '##zu', '##da', '##j']",2,3
3253,DATETIME,14 February 1963,"(20, 36)",harald-czudaj,"[-3.5512474188667005, -3.7942764555586344, -2.847081417544116]",MASK,"['14', 'February', '1963']",3,0
3254,LOC,Wermsdorf,"(40, 49)",harald-czudaj,"[-4.31224390494628, -7.361408052739263, -5.412167850577505]",MASK,"['We', '##rms', '##dorf']",1,2
3255,LOC,Bezirk Leipzig,"(51, 65)",harald-czudaj,"[-4.1130045335478815, -5.908720723220387, -5.078716178031021, -6.131094691212662]",MASK,"['Be', '##zi', '##rk', 'Leipzig']",2,2
3256,DEM,German,"(72, 78)",harald-czudaj,[-1.8477888504241666],MASK,['German'],1,0
3257,DEM,bobsledder,"(79, 89)",harald-czudaj,"[-4.612002474005242, -6.371104912404037, -6.7064267551633225, -5.392701497735501]",NO_MASK,"['b', '##ob', '##sle', '##dder']",1,3
3258,DATETIME,1990s,"(114, 119)",harald-czudaj,[-1.5944158684345249],NO_MASK,['1990s'],1,0
3259,QUANTITY,three,"(134, 139)",harald-czudaj,[-3.6080884564914117],MASK,['three'],1,0
3260,ORG,Winter Olympics,"(140, 155)",harald-czudaj,"[-4.27460419778677, -2.1265743642152706]",NO_MASK,"['Winter', 'Olympics']",2,0
3261,MISC,gold medal,"(166, 176)",harald-czudaj,"[-1.4470427376014092, -0.1982368049240964]",NO_MASK,"['gold', 'medal']",2,0
3262,MISC,four-man,"(184, 192)",harald-czudaj,"[-3.3842599438980754, -2.789364906746127, -3.6823442158085267]",MASK,"['four', '-', 'man']",3,0
3263,LOC,Lillehammer,"(202, 213)",harald-czudaj,"[-5.352703075390973, -6.772208392494308]",MASK,"['Lille', '##hammer']",1,1
3264,DATETIME,1994,"(217, 221)",harald-czudaj,[-2.77940732069693],MASK,['1994'],1,0
3265,PERSON,Czudaj,"(223, 229)",harald-czudaj,"[-4.017321248860496, -6.277455727394909, -5.767044229626514, -5.456477517456599]",MASK,"['C', '##zu', '##da', '##j']",1,3
3266,QUANTITY,four,"(239, 243)",harald-czudaj,[-1.8034538507929312],MASK,['four'],1,0
3267,MISC,FIBT World Championships,"(258, 282)",harald-czudaj,"[-5.141269506365493, -7.336260835421241, -6.095127674104045, -3.7650766559010815, -2.4521585726412685]",NO_MASK,"['F', '##IB', '##T', 'World', 'Championships']",3,2
3268,MISC,two,"(288, 291)",harald-czudaj,[-1.1297366420561796],MASK,['two'],1,0
3269,MISC,Two-man,"(301, 308)",harald-czudaj,"[-4.108743555778512, -2.551061284653932, -3.565542396437132]",MASK,"['Two', '-', 'man']",3,0
3270,MISC,four-man,"(313, 321)",harald-czudaj,"[-3.2933972269625977, -2.237049407326084, -4.768670953123713]",MASK,"['four', '-', 'man']",3,0
3271,DATETIME,1990,"(328, 332)",harald-czudaj,[-5.807578059175146],MASK,['1990'],1,0
3272,LOC,East Germany,"(337, 349)",harald-czudaj,"[-4.9510197842975385, -4.575131390744022]",MASK,"['East', 'Germany']",2,0
3273,QUANTITY,two,"(355, 358)",harald-czudaj,[-0.41107103331124156],MASK,['two'],1,0
3274,MISC,Four-man,"(368, 376)",harald-czudaj,"[-5.076622584384686, -2.0704061652860246, -4.381261693746421]",MASK,"['Four', '-', 'man']",3,0
3275,DATETIME,1991,"(378, 382)",harald-czudaj,[-5.09499410837162],MASK,['1991'],1,0
3276,DATETIME,1995,"(384, 388)",harald-czudaj,[-5.483116544135062],MASK,['1995'],1,0
3277,ORG,Germany,"(399, 406)",harald-czudaj,[-5.72912700861984],MASK,['Germany'],1,0
3278,DATETIME,1997-98,"(425, 432)",harald-czudaj,"[-4.005872826180847, -2.936778186660509, -6.040465268990453]",MASK,"['1997', '-', '98']",3,0
3279,MISC,Bobsleigh World Cup,"(433, 452)",harald-czudaj,"[-5.881113797547213, -8.318362649162093, -7.524953748137182, -3.496609989449841, -4.518594738259005]",NO_MASK,"['Bob', '##sle', '##igh', 'World', 'Cup']",3,2
3280,MISC,four-man,"(473, 481)",harald-czudaj,"[-2.45831492117916, -1.9472588855577009, -4.670184563306465]",MASK,"['four', '-', 'man']",3,0
3281,DATETIME,1992,"(502, 506)",harald-czudaj,[-4.338827923826644],MASK,['1992'],1,0
3282,ORG,Winter Olympics,"(507, 522)",harald-czudaj,"[-5.590088068763696, -2.8753250361522924]",NO_MASK,"['Winter', 'Olympics']",2,0
3283,MISC,informer,"(561, 569)",harald-czudaj,"[-3.3106519587982706, -3.4070415726512886]",MASK,"['inform', '##er']",1,1
3284,ORG,Stasi,"(578, 583)",harald-czudaj,"[-4.472305989791906, -6.040017685860783]",MASK,"['St', '##asi']",1,1
3285,QUANTITY,ten,"(605, 608)",harald-czudaj,[-3.7404738739486407],MASK,['ten'],1,0
3286,ORG,SV Dynamo,"(651, 660)",harald-czudaj,"[-6.698644872627127, -6.968130654186633]",MASK,"['SV', 'Dynamo']",2,0
3287,LOC,Altenberg,"(664, 673)",harald-czudaj,"[-5.9098783578661775, -7.034764438720047]",MASK,"['Alt', '##enberg']",1,1
3288,LOC,East Germany,"(675, 687)",harald-czudaj,"[-5.475799721216194, -5.608069788338327]",MASK,"['East', 'Germany']",2,0
3289,DATETIME,between 1988 and 1990,"(688, 709)",harald-czudaj,"[-4.526678185477535, -5.2705229666000495, -0.8418642228114758, -5.341876667288503]",MASK,"['between', '1988', 'and', '1990']",4,0
3290,PERSON,Czudaj,"(711, 717)",harald-czudaj,"[-4.418143654010108, -6.254153297993281, -5.455952404937454, -5.544819652585255]",MASK,"['C', '##zu', '##da', '##j']",1,3
3291,DEM,German,"(768, 774)",harald-czudaj,[-4.290019605129056],MASK,['German'],1,0
3292,ORG,sports authorities,"(775, 793)",harald-czudaj,"[-4.656872725406197, -1.4238623131345927]",NO_MASK,"['sports', 'authorities']",2,0
3293,DATETIME,2006,"(801, 805)",harald-czudaj,[-3.7897633018285575],MASK,['2006'],1,0
3294,ORG,Winter Olympics,"(806, 821)",harald-czudaj,"[-5.397620828233338, -3.354773527769407]",NO_MASK,"['Winter', 'Olympics']",2,0
3295,PERSON,Czudaj,"(823, 829)",harald-czudaj,"[-3.587074571197589, -6.119901528914451, -5.302178333182208, -5.591506069170874]",MASK,"['C', '##zu', '##da', '##j']",1,3
3296,DEM,coach,"(836, 841)",harald-czudaj,[-4.045230801002056],NO_MASK,['coach'],1,0
3297,DEM,Dutch,"(850, 855)",harald-czudaj,[-4.220175603690942],MASK,['Dutch'],1,0
3298,MISC,women's,"(856, 863)",harald-czudaj,"[-2.6286119146153606, -2.825712056317943, -2.9833530207272942]",MASK,"['women', ""'"", 's']",3,0
3299,MISC,bobsleigh team,"(864, 878)",harald-czudaj,"[-3.8147668049697856, -6.074015718507729, -6.341888356744179, -6.707484255322328, -3.059295959312519]",NO_MASK,"['b', '##ob', '##sle', '##igh', 'team']",2,3
3300,PERSON,Nizami Ramzi ogly Bakshiyev,"(0, 27)",nizami-ramzi,"[-3.374416318677655, -5.974776615219158, -3.952006156384315, -3.4158348517824657, -4.778492934413057, -5.283596039077085, -6.481929181560752, -3.754091407641189, -5.394821394069644, -2.7695297198445865, -5.012624873433238]",MASK,"['Ni', '##zam', '##i', 'Ram', '##zi', 'og', '##ly', 'Ba', '##ks', '##hi', '##yev']",4,7
3301,PERSON,Nizami Ramzi,"(43, 55)",nizami-ramzi,"[-3.6999933555684614, -5.6117773480817545, -3.854338650977935, -3.303554709803105, -4.589423458189804]",MASK,"['Ni', '##zam', '##i', 'Ram', '##zi']",2,3
3302,DEM,Azerbaijani,"(57, 68)",nizami-ramzi,[-3.6121057703821196],NO_MASK,['Azerbaijani'],1,0
3303,PERSON,Nizami Rəmzi,"(70, 82)",nizami-ramzi,"[-3.333044255150283, -6.640700341497503, -2.4035306844312863, -5.1798024461736905, -4.986384990673701, -4.609978759620679, -5.621031689003773]",MASK,"['Ni', '##zam', '##i', 'R', '##ə', '##m', '##zi']",2,5
3304,DATETIME,"December 20, 1947","(84, 101)",nizami-ramzi,"[-5.836239754262313, -5.316126121032288, -0.7603872012461554, -5.945725616729768]",MASK,"['December', '20', ',', '1947']",4,0
3305,LOC,Baku,"(105, 109)",nizami-ramzi,[-5.298397306632523],MASK,['Baku'],1,0
3306,LOC,Soviet Union,"(111, 123)",nizami-ramzi,"[-5.762300047258552, -6.624307691647113]",NO_MASK,"['Soviet', 'Union']",2,0
3307,DATETIME,"January 19, 1997","(126, 142)",nizami-ramzi,"[-6.000489272398553, -5.633789842446733, -0.357941372902098, -5.669478381122376]",MASK,"['January', '19', ',', '1997']",4,0
3308,LOC,Baku,"(146, 150)",nizami-ramzi,[-5.5053162955051285],MASK,['Baku'],1,0
3309,LOC,Azerbaijan,"(152, 162)",nizami-ramzi,[-5.576352253023825],NO_MASK,['Azerbaijan'],1,0
3310,DEM,performer,"(171, 180)",nizami-ramzi,[-1.8629934760979232],NO_MASK,['performer'],1,0
3311,DEM,Azerbaijani,"(184, 195)",nizami-ramzi,[-1.650107641448489],NO_MASK,['Azerbaijani'],1,0
3312,PERSON,Howell Lewis,"(0, 12)",howell-lewis,"[-3.540672016462739, -2.520845863123116]",MASK,"['Howell', 'Lewis']",2,0
3313,DATETIME,24 May 1888,"(14, 25)",howell-lewis,"[-3.6503691321627, -3.3771036225388418, -3.69539621024188]",MASK,"['24', 'May', '1888']",3,0
3314,DATETIME,29 May 1971,"(28, 39)",howell-lewis,"[-3.660200043313774, -3.429936872504495, -3.79773291666923]",MASK,"['29', 'May', '1971']",3,0
3315,DEM,Welsh,"(47, 52)",howell-lewis,[-0.38383518602433697],NO_MASK,['Welsh'],1,0
3316,MISC,rugby,"(67, 72)",howell-lewis,[-0.00031201208557709263],NO_MASK,['rugby'],1,0
3317,MISC,rugby,"(100, 105)",howell-lewis,[-0.011502503629173466],NO_MASK,['rugby'],1,0
3318,ORG,Swansea Rugby Football Club,"(110, 137)",howell-lewis,"[-1.9677960307392375, -1.2911441321299333, -5.694569735457893, -4.071971092587296]",MASK,"['Swansea', 'Rugby', 'Football', 'Club']",4,0
3319,LOC,Wales,"(157, 162)",howell-lewis,[-0.7823542421543934],NO_MASK,['Wales'],1,0
3320,QUANTITY,four,"(166, 170)",howell-lewis,[-1.093098104292514],MASK,['four'],1,0
3321,PERSON,Lewis,"(182, 187)",howell-lewis,[-3.402154358086599],MASK,['Lewis'],1,0
3322,ORG,Swansea,"(209, 216)",howell-lewis,[-2.0588980665858054],MASK,['Swansea'],1,0
3323,ORG,South Africa,"(244, 256)",howell-lewis,"[-3.2519555803936595, -5.193977520312614]",MASK,"['South', 'Africa']",2,0
3324,DATETIME,1912,"(265, 269)",howell-lewis,[-2.77185257721037],MASK,['1912'],1,0
3325,PERSON,Andrea Giacomini,"(0, 16)",andrea-giacomini,"[-2.998174411832392, -3.7650687451880955, -6.845706737473186, -5.895727605146136, -4.642561616975775]",MASK,"['Andrea', 'G', '##iac', '##omi', '##ni']",2,3
3326,DATETIME,4 April 1987,"(23, 35)",andrea-giacomini,"[-3.6254583634792956, -4.285737121375988, -1.3455184675919225]",MASK,"['4', 'April', '1987']",3,0
3327,DEM,Italian,"(43, 50)",andrea-giacomini,[-1.391066044153807],NO_MASK,['Italian'],1,0
3328,MISC,footballer,"(51, 61)",andrea-giacomini,[-0.8587166792906323],NO_MASK,['footballer'],1,0
3329,DEM,midfielder,"(77, 87)",andrea-giacomini,[-0.42767617486236087],MASK,['midfielder'],1,0
3330,PERSON,Andrew Malcolm,"(0, 14)",andy-malcolm,"[-2.439132719808783, -3.3610975275143398]",MASK,"['Andrew', 'Malcolm']",2,0
3331,DATETIME,4 May 1933,"(16, 26)",andy-malcolm,"[-3.6119195403938593, -3.3547051854098533, -4.527006002064664]",MASK,"['4', 'May', '1933']",3,0
3332,DATETIME,26 December 2013,"(29, 45)",andy-malcolm,"[-3.8433001495714936, -3.7581714928935064, -3.9065566605908586]",MASK,"['26', 'December', '2013']",3,0
3333,DEM,English,"(54, 61)",andy-malcolm,[-0.0003648865363377934],NO_MASK,['English'],1,0
3334,DEM,footballer,"(75, 85)",andy-malcolm,[-0.005164026768264941],NO_MASK,['footballer'],1,0
3335,ORG,Football League,"(119, 134)",andy-malcolm,"[-2.1474354447650206, -2.3526233792234468]",MASK,"['Football', 'League']",2,0
3336,ORG,West Ham United,"(139, 154)",andy-malcolm,"[-5.662192932242243, -4.497790175118589, -2.8589813163507567]",MASK,"['West', 'Ham', 'United']",3,0
3337,ORG,Chelsea,"(156, 163)",andy-malcolm,[-3.017838651308384],MASK,['Chelsea'],1,0
3338,ORG,Queens Park Rangers,"(168, 187)",andy-malcolm,"[-4.098389442581696, -4.662243480460688, -3.2720160675982366]",MASK,"['Queens', 'Park', 'Rangers']",3,0
3339,PERSON,Emmett Andrew McCusker,"(0, 22)",emmett-mccusker,"[-5.986751818029032, -6.795828643654745, -4.44185216137043, -4.409414763164243, -3.797792223979756, -3.783355090259904, -6.006574828664142, -3.89901736923688]",MASK,"['Em', '##mett', 'Andrew', 'M', '##c', '##C', '##usk', '##er']",3,5
3340,DATETIME,9 February 1889,"(24, 39)",emmett-mccusker,"[-4.154621664713245, -5.124234212146397, -5.459605345425978]",MASK,"['9', 'February', '1889']",3,0
3341,DATETIME,20 January 1973,"(42, 57)",emmett-mccusker,"[-4.925949845713208, -4.502480146077306, -4.950361949077726]",MASK,"['20', 'January', '1973']",3,0
3342,ORG,Liberal party,"(65, 78)",emmett-mccusker,"[-2.782383676246606, -3.084144558130104]",NO_MASK,"['Liberal', 'party']",2,0
3343,DEM,member,"(79, 85)",emmett-mccusker,[-0.12861229662132728],NO_MASK,['member'],1,0
3344,ORG,House of Commons,"(93, 109)",emmett-mccusker,"[-3.445737009216239, -1.2515066933766164, -3.235845144305548]",NO_MASK,"['House', 'of', 'Commons']",3,0
3345,ORG,Canada,"(113, 119)",emmett-mccusker,[-1.001114713668571],NO_MASK,['Canada'],1,0
3346,LOC,"Alfred, Ontario","(136, 151)",emmett-mccusker,"[-5.036449143494647, -1.3568974423083782, -2.1877397191590764]",MASK,"['Alfred', ',', 'Ontario']",3,0
3347,MISC,physician,"(165, 174)",emmett-mccusker,[-2.1671219827059147],NO_MASK,['physician'],1,0
3348,ORG,Regina Collegiate Institute,"(203, 230)",emmett-mccusker,"[-3.4921006671969623, -3.4471170197931653, -3.508015044558912]",MASK,"['Regina', 'Collegiate', 'Institute']",3,0
